condition,subject,EDA_mean,EDA_std,TEMP_mean,TEMP_std,HR_mean,HR_std,BVP_mean,BVP_std,ACC_mag_mean,ACC_mag_std
STRESS,f01,0.5035507975020437,0.29385574335547066,31.841043901350165,0.8783570173485844,67.90122147262915,7.431999711935049,4.709518097457479,4.963053110794915,65.02355942624546,0.4378991914129887
STRESS,f02,1.4786471324485528,1.0288865555890767,32.61964331650821,0.21000252781507636,74.15981607839834,4.641772289173723,5.026586684567869,7.179152720819215,64.2300730883042,0.6297242850757092
STRESS,f03,5.254197313414751,1.3833276165716561,33.464684891906785,0.49941467170440185,77.0721341860087,9.624418683595595,13.26620182397695,13.806151041483956,64.6778359418718,0.7148879493881924
STRESS,f04,0.14156890284769774,0.024388945310701734,30.778195462956617,0.45917322275926203,78.58407595125192,6.518798624698969,8.065868043982814,7.603782246081315,62.809297903342205,1.1959688073110655
STRESS,f05,0.49745273815915747,0.29688131342417534,30.0698649417617,0.9385270759390717,72.86670369916263,6.198143273689981,4.005561621058391,2.5606487686015784,63.59539922232786,0.2921754867264278
STRESS,f06,0.6712258793232703,0.49157759026889963,31.65809227761798,0.3585597072720162,79.58463953197429,6.225785753588356,3.3778813722581202,4.874263583610482,64.62479294700007,0.640831764225368
STRESS,f07,0.19936759531282564,0.027686602899837823,28.203656697736992,0.8553753775687116,112.64923460079261,21.962526987051028,-0.041102508631038946,0.47882784479809004,64.13263541543216,0.2176125030152807
STRESS,f08,0.4726065900365014,0.4454219445341041,30.110279813053822,0.8647305212456765,82.18991855179843,6.991841235326186,5.2411367280521235,8.178221852442572,64.54910426922369,0.2264550904491595
STRESS,f09,0.3869361528263733,0.045875894732327734,31.084368807611444,0.6666609379551163,67.00487325863895,7.546346607030977,9.017777458022803,7.440378651215876,63.41754832513129,0.37306231966869213
STRESS,f10,1.6451538248945672,1.2265835384941939,35.748126226030074,1.0617286772533048,95.00938373711419,21.597806823912606,6.142633055776288,7.208069575530219,64.59978298358821,0.2641904273306271
STRESS,f11,17.142811966820354,9.599596495981482,37.03070529120739,0.44094425655996117,88.43004559748428,5.526510871160724,15.632215973108815,10.029117745172327,64.58291536386628,0.3594259870081826
STRESS,f12,0.1909610224974048,0.08178133386562199,31.45256617412813,0.36265409720286523,83.67024886701047,3.39431842690814,4.182109366305679,4.296966212840262,63.98279276001934,0.3601025492730994
STRESS,f13,0.2479832107328949,0.11774855624520891,31.102103329043807,0.6633357418165153,75.16430454683008,9.01767343746779,2.1700169882861977,12.444592963315843,64.27275391300917,0.40331119040647195
STRESS,f14_a,0.4449009803494344,0.4224437506204744,34.28501339236055,0.21539577342029761,82.58445195195193,6.277955388244581,2.2596975366693526,6.90945301043271,64.54362948406971,0.7232517823729384
STRESS,f14_b,3.1982131707989523,2.3964997009108773,34.78167867914254,0.22584997132154536,79.2878917852872,5.719155486968206,4.928392610470173,10.973603234285518,64.29876891081757,0.5304940144057304
STRESS,f15,6.810603102466565,2.081733495316692,32.16091160733573,1.2257533541598666,74.87099850563109,5.304470718972456,5.728114739755937,6.656425826906757,63.87917189884378,0.4090361293794628
STRESS,f16,0.47459710074584394,0.628197487445686,32.95988966900702,0.3309679164856262,72.83380875448236,6.228653497524023,6.170785303406608,7.725648900812607,63.47708761245893,0.5958403905326063
STRESS,f17,0.2776162196988864,0.05539903184270193,33.6628254546272,0.2547507987802456,100.60329557595183,5.569864506988827,0.543505556656716,4.799055729822913,64.51783922162545,0.7883618188482174
STRESS,f18,0.2376272541865326,0.07251613053862685,30.275272303718282,0.9415606604256995,77.80660660121328,9.956065915120842,6.728862839734477,7.060366793233699,64.32931781068869,0.4704403485708353
STRESS,S01,0.6428557791916816,0.14026224215694003,33.42979864305889,0.433354059648617,64.51953864679761,10.703521432229937,6.08394973496388,6.446112470555786,63.75029045306308,0.9656652373419466
STRESS,S02,1.1498077191674798,0.35575988119346486,34.0258492653869,0.31300358682302337,97.58275858577676,27.160183052537537,8.714372982356668,6.409041254270414,61.792420974496004,0.46303664825903135
STRESS,S03,2.727500502060303,2.044639337107956,31.478425661713064,0.37497896702096967,76.82815943580796,14.563820351273817,2.231993008332537,8.55025052228037,61.325757712461204,0.4509674510790635
