timestamp,EDA,TEMP,HR,BVP,ACC_mag
1371722634.0,0.9336505,32.41,,11.168333333333335,67.64363660370559
1371722634.25,0.9279184285714287,32.41,,10.560714285714285,68.00720714696642
1371722634.5,0.927301,32.41,,10.1075,68.31971916667482
1371722634.75,0.9298087777777779,32.41,,9.933020833333334,68.72079144883874
1371722635.0,0.9318150000000001,32.41,,9.797625,69.06233779788059
1371722635.25,0.9332818181818182,32.41,,9.303863636363637,69.42304796885878
1371722635.5,0.9345041666666667,32.41,,8.741067708333334,69.72757084925922
1371722635.75,0.9369585833333334,32.410833333333336,,8.535651041666666,70.52834106600714
1371722636.0,0.9383458333333334,32.4125,,8.390677083333333,70.90287453947205
1371722636.25,0.9404800833333334,32.41416666666666,,7.618619791666667,71.16573286001538
1371722636.5,0.9444818333333335,32.41583333333333,,6.196640625000001,71.41667346967225
1371722636.75,0.9515782916666667,32.41916666666666,,5.34265625,71.59560534535571
1371722637.0,0.96166275,32.424166666666665,,4.934088541666667,71.37026455234734
1371722637.25,0.9714270833333334,32.42916666666667,,4.825364583333333,70.86065189818521
1371722637.5,0.9784702083333334,32.43416666666666,,5.054713541666667,70.40356599663482
1371722637.75,0.9830055416666665,32.439166666666665,,5.042109375,69.82234935022124
1371722638.0,0.987540875,32.44416666666667,,4.56609375,69.23092627225348
1371722638.25,0.9922362916666666,32.44916666666666,,4.813776041666666,68.5176321621078
1371722638.5,0.9964515,32.454166666666666,,6.0521875,67.75361642967054
1371722638.75,0.9976253333333333,32.458333333333336,,7.202161458333333,66.90737915188708
1371722639.0,0.9999197083333332,32.461666666666666,,6.659270833333333,66.23845608855153
1371722639.25,1.0023207916666668,32.465,,7.478515625000001,65.52672054154063
1371722639.5,1.0032278749999999,32.468333333333334,,10.092890625,64.81995634733774
1371722639.75,1.00328125,32.46833333333333,,12.731744791666666,64.28822750328662
1371722640.0,1.0023208333333333,32.464999999999996,,15.305911458333334,64.10843982469291
1371722640.25,1.0005067083333332,32.461666666666666,,16.637317708333335,64.19174693240318
1371722640.5,0.9984791666666667,32.458333333333336,,15.927135416666665,64.18523237331645
1371722640.75,0.9960781249999999,32.45583333333333,,16.663177083333334,64.1885995402045
1371722641.0,0.9885014583333334,32.454166666666666,,20.123958333333334,64.19841368394982
1371722641.25,0.9756958333333334,32.45249999999999,,26.436927083333334,64.25860673383609
1371722641.5,0.9629969166666665,32.450833333333335,,29.20869791666667,64.37245974173813
1371722641.75,0.950724875,32.44916666666666,,31.080182291666663,64.55612410352772
1371722642.0,0.9380259583333334,32.4475,,34.546276041666665,64.69269183684032
1371722642.25,0.9248468333333334,32.44583333333333,,35.665859375000004,64.85597060173349
1371722642.5,0.9116677083333333,32.44416666666667,,34.456484375,64.99060361286807
1371722642.75,0.898755375,32.44416666666667,,31.392213541666667,65.0486299029951
1371722643.0,0.8863232500000001,32.44583333333333,,27.630338541666664,65.06522953297939
1371722643.25,0.8744780416666668,32.4475,,26.999921875000002,65.0511248202342
1371722643.5,0.8631130416666667,32.44916666666667,,28.560156250000002,65.06310857958681
1371722643.75,0.8527084583333333,32.450833333333335,,28.196171875,65.06951453979833
1371722644.0,0.8474794999999999,32.45250000000001,56.0,25.421484375000002,65.06644106123225
1371722644.25,0.847799625,32.454166666666666,56.812499584,19.421979166666667,65.05079618122505
1371722644.5,0.8485466250000001,32.45583333333334,57.625,16.32854166666667,65.01516772652452
1371722644.75,0.8494537083333333,32.4575,58.437500416,15.033880208333334,64.97733696444341
1371722645.0,0.8507342916666666,32.45916666666667,59.25,14.150859375000001,64.9268193339363
1371722645.25,0.8522816666666667,32.46083333333333,60.0999995648,14.259869791666667,64.89837828124587
1371722645.5,0.8563901666666668,32.4625,60.95,14.212786458333333,64.87299730032825
1371722645.75,0.8628463333333333,32.46333333333333,61.8000004352,15.450364583333332,64.87304678223994
1371722646.0,0.8693025,32.46333333333333,62.65,17.433046875,64.86929689928961
1371722646.25,0.8757586666666667,32.46333333333334,63.462499584,17.489296874999997,64.89662562474724
1371722646.5,0.8822148333333334,32.46333333333333,64.27499999999999,16.037109375,64.8492058790505
1371722646.75,0.8887243750000001,32.46083333333333,65.087500416,13.126171874999999,64.85653043327041
1371722647.0,0.8955007083333334,32.45583333333333,65.89999999999999,10.079921875,64.87444679743307
1371722647.25,0.9021170000000001,32.450833333333335,65.86166668629333,6.481822916666668,64.85242584432072
1371722647.5,0.90873325,32.44583333333333,65.82333333333332,1.0317447916666667,64.87654184434021
1371722647.75,0.9153495,32.439166666666665,65.78499998037333,-6.289973958333334,64.91976192501274
1371722648.0,0.9214321666666668,32.43083333333333,65.74666666666667,-12.996796875000001,65.0664849039146
1371722648.25,0.9267144583333334,32.4225,65.67083337216,-18.779817708333333,65.1113581434889
1371722648.5,0.9285285833333333,32.41416666666667,65.595,-23.17971354166667,65.18009274201692
1371722648.75,0.9270879583333334,32.406666666666666,65.51916662784001,-26.42502604166667,65.20155043083899
1371722649.0,0.9253272083333334,32.4,65.44333333333334,-30.265052083333334,65.27722231112037
1371722649.25,0.9252205,32.39333333333334,65.43250000554667,-34.55348958333333,65.33721776114682
1371722649.5,0.9262342499999999,32.38666666666666,65.42166666666668,-35.01794270833333,65.48678097932903
1371722649.75,0.9250070416666666,32.38166666666666,65.41083332778669,-32.620312500000004,65.56323482449253
1371722650.0,0.9235130416666667,32.37833333333333,65.40000000000002,-32.127578125,65.57900755697575
1371722650.25,0.9218589583333334,32.37499999999999,65.44083331242668,-30.188567708333334,65.69710143496499
